symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,biotype
FERMT3,748.207654282967,0.402831257696168,0.0550133012146257,7.32243382604118,2.43513408224874e-13,7.0791782905053106e-09,FERMT3, protein_coding
ENSG00000283537,53.6662574993868,11.2161009554081,1.66992012416749,6.71654936849135,1.86078284725243e-11,2.70474090762377e-07,ENSG00000283537, transcribed_unprocessed_pseudogene
SLAMF7,1805.70349083014,0.494216792832401,0.0860966526203703,5.7402556056572,9.453375656114681e-09,5.4963816739782e-05,SLAMF7, protein_coding
LAX1,899.515211277156,0.398828154103289,0.0694072123107742,5.74620620574006,9.12679951527838e-09,5.4963816739782e-05,LAX1, protein_coding
SUCLA2,746.561033750965,-0.253959057377693,0.0438884281361493,-5.7864696495821,7.188106690946891e-09,5.4963816739782e-05,SUCLA2, protein_coding
HAPLN4,124.407155023972,-4.92531734885691,0.870856348089532,-5.65571734036501,1.55196700079903e-08,7.5195387800381e-05,HAPLN4, protein_coding
CST7,87.7665734608753,0.764556985751562,0.136995523772968,5.58089027068214,2.39290578727781e-08,9.93773773456474e-05,CST7, protein_coding
CDH19,532.223259260145,-0.463506000059636,0.0839628197814223,-5.52037200830399,3.38282721491051e-08,0.0001092690777385,CDH19, protein_coding
FLI1,1527.03818712111,0.235891131398028,0.0427023434588557,5.52407929614711,3.31217858087849e-08,0.0001092690777385,FLI1, protein_coding
HEXD,1058.83503364166,0.234148797069061,0.0427144715759559,5.48172056050588,4.21209171296087e-08,0.0001224497181874,HEXD, protein_coding
IGHV1-67,20.1217160731629,1.08332584341281,0.200856543177358,5.39353025933653,6.90866849406859e-08,0.0001825835470827,IGHV1-67, IG_V_pseudogene
KCNAB1,218.887683037301,-0.882631938946588,0.165384441018291,-5.33684990868622,9.45752641918098e-08,0.0002291164587766,KCNAB1, protein_coding
RNF166,1013.85345069271,0.42843938572831,0.0807706969213847,5.30439134560541,1.1304955420165e-07,0.0002528048915535,RNF166, protein_coding
ADAMTS17,469.154523254322,0.40675942276386,0.0769735120096679,5.28440774162378,1.26112083872529e-07,0.0002618717421613,ADAMTS17, protein_coding
S100A8,204.485139532161,1.10027430870333,0.20999438304517,5.23954161415195,1.60975944613648e-07,0.0003119821123908,S100A8, protein_coding
HCAR3,95.3536632817056,2.16091688064085,0.415334935088471,5.20282956737205,1.96276859028219e-07,0.0003566227855505,HCAR3, protein_coding
